model,experiment,feature_group,level,train_metrics,test_metrics,train_federal,test_federal,test_error_distribution,n_train,n_test,feature_columns,target_columns
StackingEnsemble,B,ELECTORAL_ONLY,region,"[{'mae': 13.313954200230631, 'rmse': 15.021019624877914, 'r2': 0.16358222878003725, 'bias': 13.292691016789538, 'pearson_r': 0.9129402018957907, 'spearman_r': 0.867541694499071, 'party': 'UR_share', 'n_samples': 332}, {'mae': 4.645836860717658, 'rmse': 5.489262641986843, 'r2': 0.11166820322262228, 'bias': 4.337183808544018, 'pearson_r': 0.878767385558812, 'spearman_r': 0.8502752743643801, 'party': 'KPRF_share', 'n_samples': 332}, {'mae': 4.007442694148585, 'rmse': 4.878623200240507, 'r2': 0.21875807495472643, 'bias': 3.8907749882296683, 'pearson_r': 0.9360521773779974, 'spearman_r': 0.9205604891606957, 'party': 'LDPR_share', 'n_samples': 332}]","[{'mae': 17.69505458221131, 'rmse': 20.30540846162614, 'r2': -0.6217995388595661, 'bias': 17.618524008848432, 'pearson_r': 0.7838256711962559, 'spearman_r': 0.5221443264346585, 'party': 'UR_share', 'n_samples': 83}, {'mae': 6.788044487896193, 'rmse': 8.16166466486562, 'r2': -0.25451456558830765, 'bias': -4.649811966558881, 'pearson_r': 0.43250151579744756, 'spearman_r': 0.17746945972041472, 'party': 'KPRF_share', 'n_samples': 83}, {'mae': 10.173487235618119, 'rmse': 11.294630184052409, 'r2': -9.898980824363795, 'bias': 10.056385988151737, 'pearson_r': 0.8399805225075212, 'spearman_r': 0.7911252914150203, 'party': 'LDPR_share', 'n_samples': 83}]",{},{},"[{'party': 'UR_share', 'mean_error': 17.618524008848432, 'std_error': 10.155780305958958, 'median_error': 18.62189247581958, 'q25': 8.76492785271455, 'q75': 25.318310722591207, 'min_error': -1.973852874770131, 'max_error': 37.571965753515634, 'mae': 17.69505458221131, 'rmse': 20.30540846162614}, {'party': 'KPRF_share', 'mean_error': -4.649811966558881, 'std_error': 6.74838513521445, 'median_error': -4.759283700606961, 'q25': -9.823175724849804, 'q75': 0.3860776848787183, 'min_error': -17.045149180579163, 'max_error': 10.876835189588341, 'mae': 6.788044487896193, 'rmse': 8.16166466486562}, {'party': 'LDPR_share', 'mean_error': 10.056385988151737, 'std_error': 5.173024618505554, 'median_error': 11.203928124718395, 'q25': 7.2379598203459565, 'q75': 13.495363591394899, 'min_error': -1.8881651109171087, 'max_error': 18.51236848720405, 'mae': 10.173487235618119, 'rmse': 11.294630184052409}]",332,83,"['KPRF_share_lag1', 'LDPR_share_lag1', 'UR_share_lag1', 'age_working_share_lag1', 'turnout_rate', 'turnout_rate_lag1', 'urban_population_share_lag1']","['UR_share', 'KPRF_share', 'LDPR_share']"
