region_name,Experiment,Model,region_mae,region_bias
Новосибирская область,B,XGBoost,10.756433856860612,2.524425011732458
Омская область,B,XGBoost,13.210482395458817,2.482344147822976
Оренбургская область,B,XGBoost,9.842803247492375,1.4543829811776252
Орловская область,B,XGBoost,7.756436759491604,2.734923789104237
Пензенская область,B,XGBoost,3.0436484979924376,-0.7174446649734948
Пермский край,B,XGBoost,9.990794399988966,3.128871719721694
Приморский край,B,XGBoost,12.28453226874421,2.9983785246721446
Псковская область,B,XGBoost,7.175292376619276,1.8633982791230406
Республика Адыгея (Адыгея),B,XGBoost,2.1914909142954846,-1.0299770274315667
Республика Алтай,B,XGBoost,10.342793925788245,-0.12737634878944348
Республика Башкортостан,B,XGBoost,3.195459610798014,-2.3299485300018543
Республика Бурятия,B,XGBoost,9.229393883234659,0.7438823902850995
Республика Дагестан,B,XGBoost,1.5789669244095983,-0.4272432905551497
Республика Ингушетия,B,XGBoost,3.894012353133552,-1.65678447538483
Республика Калмыкия,B,XGBoost,12.138092483473407,4.309183276402055
Республика Карелия,B,XGBoost,8.447755822542803,6.467600043425716
Республика Коми,B,XGBoost,13.10427230959919,3.9155159064350387
Республика Марий Эл,B,XGBoost,14.865494097327778,0.3822175611898662
Республика Мордовия,B,XGBoost,2.3222297862012704,-2.3222297862012704
Республика Саха (Якутия),B,XGBoost,15.070170735024105,0.5410502971980998
Республика Северная Осетия - Алания,B,XGBoost,2.96633605448365,2.96633605448365
Республика Татарстан (Татарстан),B,XGBoost,3.629659183414083,-0.776386416434769
Республика Тыва,B,XGBoost,3.8299812212186324,-2.0593748141484447
Республика Хакасия,B,XGBoost,13.353876441017412,2.4866264442566592
Ростовская область,B,XGBoost,4.737550525204543,-1.175556517279545
Рязанская область,B,XGBoost,2.9824265448174607,-0.8666459784044219
Самарская область,B,XGBoost,5.017673668058662,-0.18527943723345994
Саратовская область,B,XGBoost,8.125389357272025,-3.7462053575170433
Сахалинская область,B,XGBoost,11.60806458500205,2.5706318622622906
Свердловская область,B,XGBoost,9.400742791848751,3.353099532073184
Смоленская область,B,XGBoost,8.488284109368806,2.3500095461289123
Ставропольский край,B,XGBoost,2.2900881529970922,1.098478375289715
Тамбовская область,B,XGBoost,2.540847060064444,1.5237447333313856
Тверская область,B,XGBoost,10.34278461809209,3.6901328239432942
Томская область,B,XGBoost,9.688955798682683,3.9074201907139816
Тульская область,B,XGBoost,2.7761060029476163,-0.16069334214099484
Тюменская область,B,XGBoost,3.1164869942919053,3.1164869942919053
Удмуртская Республика,B,XGBoost,8.879965462732118,1.1394617380475658
Ульяновская область,B,XGBoost,12.689081657132599,-0.22256237723389027
Хабаровский край,B,XGBoost,12.448226005687388,3.913465040303265
Ханты-Мансийский автономный округ - Югра,B,XGBoost,3.933789720263251,0.9263584500860104
Челябинская область,B,XGBoost,9.260406176249186,4.237658696296888
Чеченская Республика,B,XGBoost,5.680573311305672,-1.34586217195109
Чувашская Республика - Чувашия,B,XGBoost,7.804973500963843,3.7764408090298445
Чукотский автономный округ,B,XGBoost,5.605894074129213,2.046576351745483
Ямало-Ненецкий автономный округ,B,XGBoost,2.2773361157481014,-1.6222148472520068
Ярославская область,B,XGBoost,13.199573213327538,5.584923472313508
город Москва,B,XGBoost,13.901059357379575,3.082472160444675
город Санкт-Петербург,B,XGBoost,7.500313529461148,4.569493816560706
Алтайский край,A,CatBoost,6.566538360245858,0.9760772529871437
Амурская область,A,CatBoost,6.5903435015266885,-3.023080217492325
Архангельская область,A,CatBoost,4.746896046704127,0.2935987583201811
Астраханская область,A,CatBoost,2.56579170505885,1.6267454540857813
Белгородская область,A,CatBoost,4.0966409015530525,-2.1225792674588955
Брянская область,A,CatBoost,10.534529899776645,-4.996152175520733
Владимирская область,A,CatBoost,2.998095754367464,-0.5909466075720875
Волгоградская область,A,CatBoost,3.340938120047687,-2.9098707851145744
Вологодская область,A,CatBoost,6.691484462242701,1.180680846328099
Воронежская область,A,CatBoost,8.022819589540012,-3.0593016678373703
Еврейская автономная область,A,CatBoost,3.3035714061741555,-2.7445446965392915
Забайкальский край,A,CatBoost,5.727469179478721,-2.59817833311878
Ивановская область,A,CatBoost,2.7966196849821845,-1.2915945404166862
Иркутская область,A,CatBoost,7.038302869514065,-1.6379697557430564
Кабардино-Балкарская Республика,A,CatBoost,7.044014808713766,-1.8421689276939066
Калининградская область,A,CatBoost,1.8155457697188435,-0.30814375326022453
Калужская область,A,CatBoost,1.918037403738935,-1.918037403738935
Камчатский край,A,CatBoost,4.882149633932378,-1.7839155017726445
Карачаево-Черкесская Республика,A,CatBoost,5.355710973636043,1.128285112858783
Кемеровская область - Кузбасс,A,CatBoost,7.782774478371743,-1.0818912081700176
Кировская область,A,CatBoost,6.453656282996865,-1.3048630895664346
Костромская область,A,CatBoost,8.089899826732017,-0.2138295495692931
Краснодарский край,A,CatBoost,7.124149281083443,-3.0539249156079844
Красноярский край,A,CatBoost,4.877409209053286,-0.11262537658815575
Курганская область,A,CatBoost,3.2572577365723414,-0.0998183387203948
Курская область,A,CatBoost,5.3771131181940985,-2.159044716470081
Ленинградская область,A,CatBoost,2.5677808160705093,0.7680922394017949
Липецкая область,A,CatBoost,5.0585668445710565,-2.9344423224527003
Магаданская область,A,CatBoost,2.758434756296556,-0.9880410310517925
Московская область,A,CatBoost,2.1835175525393016,-0.23695507804002305
Мурманская область,A,CatBoost,5.948055230234135,1.3784587635026846
Ненецкий автономный округ,A,CatBoost,5.707575796484419,-2.225441822918667
Нижегородская область,A,CatBoost,7.9860793690392455,-3.8165111347530245
Новгородская область,A,CatBoost,2.807133174369437,0.35447415376080293
Новосибирская область,A,CatBoost,6.380466738422046,-0.9913718303731335
Омская область,A,CatBoost,5.859915768593463,-1.7390978326180722
Оренбургская область,A,CatBoost,6.7798709515848445,-2.0405137506759323
Орловская область,A,CatBoost,2.870557174703466,-2.870557174703466
Пензенская область,A,CatBoost,9.773506985742529,-2.8804017130825237
Пермский край,A,CatBoost,2.0482445716482296,0.39675334086854147
Приморский край,A,CatBoost,6.481468107510757,-0.02637351859768226
Псковская область,A,CatBoost,1.3608738024196985,-0.8638703663191803
Республика Адыгея (Адыгея),A,CatBoost,7.399961871837509,-2.8255716994137248
Республика Алтай,A,CatBoost,1.2552303802591869,-1.2204312374485446
Республика Башкортостан,A,CatBoost,1.1002039263673307,-0.725057963588173
Республика Бурятия,A,CatBoost,1.8280452188444443,-1.0190125881848904
Республика Дагестан,A,CatBoost,9.42780446722057,-0.5958798005627264
Республика Ингушетия,A,CatBoost,5.501869367620984,5.501869367620984
Республика Калмыкия,A,CatBoost,11.799051012773207,-2.6463572283031382
Республика Карелия,A,CatBoost,6.239250932137523,3.105649047605279
Республика Коми,A,CatBoost,5.403329172793067,0.35111960705108675
Республика Марий Эл,A,CatBoost,5.246777061267635,-2.951194609824567
Республика Мордовия,A,CatBoost,7.984909644247403,-1.3836253848345612
Республика Саха (Якутия),A,CatBoost,1.738310599145971,1.2988616299035367
Республика Северная Осетия - Алания,A,CatBoost,6.831507879249666,-1.6792956508876038
Республика Татарстан (Татарстан),A,CatBoost,12.287091727265548,-1.155046593806072
Республика Тыва,A,CatBoost,5.555865091454443,0.3986348366791721
Республика Хакасия,A,CatBoost,6.463270396332895,-1.6405979364906766
Ростовская область,A,CatBoost,7.947859701267094,-3.550361419101963
Рязанская область,A,CatBoost,4.610575835669033,-3.2092259287925824
Самарская область,A,CatBoost,2.3053810643611463,-2.3053810643611463
Саратовская область,A,CatBoost,9.30281511958619,-1.9372108442068783
Сахалинская область,A,CatBoost,2.7172433342655644,-1.6296764460190865
Свердловская область,A,CatBoost,5.133390327964597,2.4738002418766674
Смоленская область,A,CatBoost,2.867392917152308,-2.867392917152308
Ставропольский край,A,CatBoost,4.859873626218147,-2.5962389717446146
Тамбовская область,A,CatBoost,11.215725601323115,-2.148286321096946
Тверская область,A,CatBoost,1.4800345717502115,-1.114629005900193
Томская область,A,CatBoost,5.0845399096695445,0.3274523058179521
Тульская область,A,CatBoost,6.731891200572505,-2.749705610585767
Тюменская область,A,CatBoost,3.895100658874346,1.5633579503038308
Удмуртская Республика,A,CatBoost,4.1792469144815,-0.8691693817904186
Ульяновская область,A,CatBoost,3.525381313113023,-3.525381313113023
Хабаровский край,A,CatBoost,6.675643028229648,-1.5234610352606712
Ханты-Мансийский автономный округ - Югра,A,CatBoost,6.133075086161884,-2.6346278661847626
Челябинская область,A,CatBoost,3.3564872607078393,1.5759826721854953
Чеченская Республика,A,CatBoost,11.041466731657076,-0.2943357992628342
Чувашская Республика - Чувашия,A,CatBoost,3.3669801966570323,-0.8072068724917015
Чукотский автономный округ,A,CatBoost,5.247743274544592,-1.3943367870777863
Ямало-Ненецкий автономный округ,A,CatBoost,4.262484221530088,-1.3192853275865548
Ярославская область,A,CatBoost,4.641688537341831,1.2339950011364398
город Москва,A,CatBoost,3.6090013304166857,3.1679083675773203
город Санкт-Петербург,A,CatBoost,2.809894085922052,2.809894085922052
Алтайский край,B,CatBoost,13.04316120279148,2.437295532272593
Амурская область,B,CatBoost,9.989843747889045,2.0888011089967713
Архангельская область,B,CatBoost,9.50367614338401,5.664600662646838
Астраханская область,B,CatBoost,5.7206171152174505,2.7349327046753875
Белгородская область,B,CatBoost,4.9567748899868205,0.7804867510275036
Брянская область,B,CatBoost,1.3215245802949482,0.29522644702173056
Владимирская область,B,CatBoost,10.147910696393668,1.8540806965804524
Волгоградская область,B,CatBoost,1.9091722134992064,0.4444490857094105
Вологодская область,B,CatBoost,9.75234412526013,4.396448186412903
Воронежская область,B,CatBoost,5.12733421964251,-0.7338768349349367
Еврейская автономная область,B,CatBoost,4.315433268745205,0.6674230944847951
Забайкальский край,B,CatBoost,8.000211300888497,4.2040549160717475
Ивановская область,B,CatBoost,11.136221077856106,1.7610998221170504
Иркутская область,B,CatBoost,11.77855018991628,2.7212364878255744
Кабардино-Балкарская Республика,B,CatBoost,2.824711910922281,-0.3552405576360879
Калининградская область,B,CatBoost,7.3793620084805385,2.9983498528819155
Калужская область,B,CatBoost,10.647157001822324,4.37463635364898
Камчатский край,B,CatBoost,10.306661686767235,3.547907209014793
Карачаево-Черкесская Республика,B,CatBoost,3.735254103857707,0.8302834686436321
Кемеровская область - Кузбасс,B,CatBoost,2.910451508039834,-0.15584231204515633
Кировская область,B,CatBoost,9.679241271958874,6.781790195823821
Костромская область,B,CatBoost,12.859098966636589,3.756628153740962
Краснодарский край,B,CatBoost,3.016698189910222,0.9693323605633074
Красноярский край,B,CatBoost,9.756919300629875,3.4353360915475353
Курганская область,B,CatBoost,9.127423334217692,2.972333966931654
Курская область,B,CatBoost,6.217819384226686,1.0878527874815827
Ленинградская область,B,CatBoost,5.270100926602774,1.678316044480664
Липецкая область,B,CatBoost,5.25967205663139,0.1955044803070578
Магаданская область,B,CatBoost,5.315602743200532,0.9374782770488016
Московская область,B,CatBoost,6.02455605877849,1.0799795436130724
Мурманская область,B,CatBoost,9.005692178937451,4.915054802730855
Ненецкий автономный округ,B,CatBoost,15.507777577983918,3.9719200997038393
Нижегородская область,B,CatBoost,4.389204878820859,0.21908651786273126
Новгородская область,B,CatBoost,10.490751401701392,5.326764693031334
Новосибирская область,B,CatBoost,11.506839460096055,3.427644924957724
Омская область,B,CatBoost,13.07213685148036,2.1640982908953226
Оренбургская область,B,CatBoost,11.100034806871962,2.657315366284756
Орловская область,B,CatBoost,8.565617177823343,3.2856560738237612
Пензенская область,B,CatBoost,3.074404040001817,-0.1208018703483879
Пермский край,B,CatBoost,10.355451764523666,3.826919579434405
Приморский край,B,CatBoost,11.55202906946766,2.3888813047172834
Псковская область,B,CatBoost,7.865847841099009,2.7556722104072335
Республика Адыгея (Адыгея),B,CatBoost,2.4273114703406216,-0.07082842085485819
Республика Алтай,B,CatBoost,10.822163300867052,1.2099252278359032
Республика Башкортостан,B,CatBoost,2.010099072250238,-1.2676650746698488
Республика Бурятия,B,CatBoost,9.78606579301655,1.8244567796304516
Республика Дагестан,B,CatBoost,2.1511030650091887,2.1511030650091887
Республика Ингушетия,B,CatBoost,2.414850546431901,0.7110794881396111
Республика Калмыкия,B,CatBoost,12.06802136152976,4.32702195708296
Республика Карелия,B,CatBoost,8.658455938649157,7.092974123467047
Республика Коми,B,CatBoost,13.374581304235212,4.018743146579777
Республика Марий Эл,B,CatBoost,15.368809853728154,0.8204262547495661
Республика Мордовия,B,CatBoost,1.7458634132833106,-0.2673808307808647
Республика Саха (Якутия),B,CatBoost,14.610030779197968,0.971628769433862
Республика Северная Осетия - Алания,B,CatBoost,3.7178070094647353,3.7178070094647353
Республика Татарстан (Татарстан),B,CatBoost,3.467620523072917,-0.27495746105916
Республика Тыва,B,CatBoost,1.4886763743105897,0.5902246107419312
Республика Хакасия,B,CatBoost,13.478312316742015,3.3038780911351697
Ростовская область,B,CatBoost,5.096255320089569,-0.07685616598453215
Рязанская область,B,CatBoost,3.8852145350449963,-0.0827859572669561
Самарская область,B,CatBoost,8.225240472891135,1.2447166003751848
Саратовская область,B,CatBoost,6.840351925518983,-2.2348024621050215
Сахалинская область,B,CatBoost,12.475394971868027,3.0870406757312328
Свердловская область,B,CatBoost,10.262950708905983,4.219513828975218
Смоленская область,B,CatBoost,8.824155967024367,2.8424996005939867
Ставропольский край,B,CatBoost,2.5739995333235774,0.997164915045467
Тамбовская область,B,CatBoost,2.709752702828681,1.7711381631459588
Тверская область,B,CatBoost,10.425805595873214,3.8747253902374155
Томская область,B,CatBoost,10.04343371464544,5.163442726223828
Тульская область,B,CatBoost,3.9709522038320046,0.5624548258564595
Тюменская область,B,CatBoost,1.678764058584197,0.7721759418909707
Удмуртская Республика,B,CatBoost,10.347997970591818,2.917436503132793
Ульяновская область,B,CatBoost,13.460189251866572,0.23990085183182389
Хабаровский край,B,CatBoost,13.403751452712429,4.8271428135120145
Ханты-Мансийский автономный округ - Югра,B,CatBoost,5.945487987982321,1.6739448090196554
Челябинская область,B,CatBoost,9.75673967082823,5.269801182299106
Чеченская Республика,B,CatBoost,4.952979513232475,-0.8393376980178268
Чувашская Республика - Чувашия,B,CatBoost,10.245955675996834,4.6313028918407255
Чукотский автономный округ,B,CatBoost,5.0157612003569305,1.9474708536332426
Ямало-Ненецкий автономный округ,B,CatBoost,1.8728278594833323,-1.3708137184000482
Ярославская область,B,CatBoost,13.053576645983428,6.077398452742725
город Москва,B,CatBoost,14.4266635940818,3.015011924649355
город Санкт-Петербург,B,CatBoost,8.222867191983685,5.111606704810328
Алтайский край,A,MLPSklearn,9.521105211940835,1.0547648648923473
Амурская область,A,MLPSklearn,11.526680789707946,-2.769798900833438
Архангельская область,A,MLPSklearn,5.706557908978382,-0.3051760554675245
Астраханская область,A,MLPSklearn,3.753992994578276,1.904161358539324
Белгородская область,A,MLPSklearn,2.4517845089763526,-2.4517845089763526
Брянская область,A,MLPSklearn,4.567231767577092,-3.9253707323561584
Владимирская область,A,MLPSklearn,4.724977861426281,-0.13661498854136234
Волгоградская область,A,MLPSklearn,2.2430071624433747,-1.984127016485969
Вологодская область,A,MLPSklearn,8.311666327903334,1.0880013940616813
Воронежская область,A,MLPSklearn,3.6312670967549443,-2.5138621222751376
Еврейская автономная область,A,MLPSklearn,6.794950262968952,-3.2569767426193423
Забайкальский край,A,MLPSklearn,9.717460830424097,-2.4176433068901506
Ивановская область,A,MLPSklearn,6.627734501296719,-0.6859360852285713
Иркутская область,A,MLPSklearn,9.304590017900415,-1.7564726361531264
Кабардино-Балкарская Республика,A,MLPSklearn,13.733830969435791,-6.474879663106286
Калининградская область,A,MLPSklearn,4.474329043288415,0.3295906363435262
Калужская область,A,MLPSklearn,4.65853756801587,-1.065856041521742
Камчатский край,A,MLPSklearn,5.324534579596672,-2.010750762425832
Карачаево-Черкесская Республика,A,MLPSklearn,15.526786064052468,-4.377903713170606
Кемеровская область - Кузбасс,A,MLPSklearn,12.018350427659456,-5.113780361266471
Кировская область,A,MLPSklearn,9.328055243095184,-0.37040638708454193
Костромская область,A,MLPSklearn,10.126719859935799,-0.27096067926881534
Краснодарский край,A,MLPSklearn,4.191140802127129,-3.1851516639361357
Красноярский край,A,MLPSklearn,6.89311118761194,0.008190645832001428
Курганская область,A,MLPSklearn,6.127264100811703,0.4220249213803348
Курская область,A,MLPSklearn,2.38632115411592,-1.5994330168565665
Ленинградская область,A,MLPSklearn,2.2483207591290633,0.475597191311295
Липецкая область,A,MLPSklearn,2.405445169144294,-2.160610529329224
Магаданская область,A,MLPSklearn,5.22133251336155,-1.0745459692861292
Московская область,A,MLPSklearn,3.4259009132729363,-0.30402320068573435
Мурманская область,A,MLPSklearn,7.038894768680604,0.6789380596221767
Ненецкий автономный округ,A,MLPSklearn,8.584031832103406,-1.8555242408559522
Нижегородская область,A,MLPSklearn,3.336919202434934,-2.5003590852991304
Новгородская область,A,MLPSklearn,6.078803203469448,1.2569790953005089
Новосибирская область,A,MLPSklearn,9.163647383052625,-0.7194768932369483
Омская область,A,MLPSklearn,10.422219907386529,-0.749976008900361
Оренбургская область,A,MLPSklearn,8.939506824240963,-2.2007399044879263
Орловская область,A,MLPSklearn,3.838858631444387,-1.9469217663152716
Пензенская область,A,MLPSklearn,5.249330092607453,-3.5553036290438986
Пермский край,A,MLPSklearn,4.46975883549999,0.5040589763105962
Приморский край,A,MLPSklearn,8.401164672364352,-0.6416234590448067
Псковская область,A,MLPSklearn,4.284123219805587,-0.32727530793251286
Республика Адыгея (Адыгея),A,MLPSklearn,3.738927020790961,-3.280412301888585
Республика Алтай,A,MLPSklearn,3.030301646492926,-1.5730225237102886
Республика Башкортостан,A,MLPSklearn,3.234739526982715,-3.234739526982715
Республика Бурятия,A,MLPSklearn,5.723999443159927,-0.7201952211624286
Республика Дагестан,A,MLPSklearn,18.95079035621747,-5.97563526400621
Республика Ингушетия,A,MLPSklearn,12.896449726664722,-0.8764422985854635
Республика Калмыкия,A,MLPSklearn,9.607709746628185,-3.515819886119022
Республика Карелия,A,MLPSklearn,7.142364043980005,2.410132619992917
Республика Коми,A,MLPSklearn,8.877378810535667,0.6933135364116575
Республика Марий Эл,A,MLPSklearn,6.117669540401001,-2.8166196556688576
Республика Мордовия,A,MLPSklearn,15.916820373653529,-5.9435659449973235
Республика Саха (Якутия),A,MLPSklearn,1.7174442705617021,1.5220900262837134
Республика Северная Осетия - Алания,A,MLPSklearn,10.895077725699986,-4.7091223380564236
Республика Татарстан (Татарстан),A,MLPSklearn,17.588239799188216,-4.914211621758297
Республика Тыва,A,MLPSklearn,16.505799296132487,-4.515057958680381
Республика Хакасия,A,MLPSklearn,9.681938789188107,-1.0079133137025444
Ростовская область,A,MLPSklearn,3.2988926638545846,-2.9625083902430345
Рязанская область,A,MLPSklearn,2.5311814019043752,-2.439220754745835
Самарская область,A,MLPSklearn,1.9913469858554318,-1.9913469858554318
Саратовская область,A,MLPSklearn,7.4169349759779735,-3.7683298997124997
Сахалинская область,A,MLPSklearn,5.474124047756991,-1.841297055458733
Свердловская область,A,MLPSklearn,6.089208167465981,2.0744380676978165
Смоленская область,A,MLPSklearn,4.484071193913451,-2.6105830264464345
Ставропольский край,A,MLPSklearn,3.189342914637932,-2.6945700680163043
Тамбовская область,A,MLPSklearn,6.3742889676768115,-2.031235627721848
Тверская область,A,MLPSklearn,4.303252562143352,-0.3075628455118255
Томская область,A,MLPSklearn,7.152089856119827,0.44904514786631883
Тульская область,A,MLPSklearn,1.9753552460125927,-1.9753552460125927
Тюменская область,A,MLPSklearn,3.9675527772634673,-2.6562493152941955
Удмуртская Республика,A,MLPSklearn,0.5978071742055379,-0.4350918402585962
Ульяновская область,A,MLPSklearn,4.354765017812764,-2.6059698364549195
Хабаровский край,A,MLPSklearn,10.302329127534016,-1.2008407432763601
Ханты-Мансийский автономный округ - Югра,A,MLPSklearn,6.309024713922799,-1.7819590630747904
Челябинская область,A,MLPSklearn,6.9444042353425175,2.827644985502135
Чеченская Республика,A,MLPSklearn,23.223776802623036,-6.337303455770807
Чувашская Республика - Чувашия,A,MLPSklearn,0.7447926203337042,-0.4579740896852105
Чукотский автономный округ,A,MLPSklearn,7.630745028072006,-3.4962179578878367
Ямало-Ненецкий автономный округ,A,MLPSklearn,8.835928658608484,-3.9202165499269213
Ярославская область,A,MLPSklearn,7.166090305008939,1.3974857910617988
город Москва,A,MLPSklearn,5.336745266820219,3.8111953689522533
город Санкт-Петербург,A,MLPSklearn,4.885408708534765,4.491395386391079
Алтайский край,B,MLPSklearn,16.292912575355665,1.099781844755239
Амурская область,B,MLPSklearn,8.585817581674963,-1.1170946421919303
Архангельская область,B,MLPSklearn,7.986134050004609,3.0854132169089143
Астраханская область,B,MLPSklearn,5.4334869084689155,0.07511228106759749
Белгородская область,B,MLPSklearn,8.767815394634127,3.694202554704914
Брянская область,B,MLPSklearn,9.00605540588341,0.8127786017448729
Владимирская область,B,MLPSklearn,10.596909111046516,0.6272461516383423
Волгоградская область,B,MLPSklearn,3.6766109352685734,0.8795860500091303
Вологодская область,B,MLPSklearn,11.262118885743083,2.4970976837964085
Воронежская область,B,MLPSklearn,7.201041901323367,2.5149623941250128
Еврейская автономная область,B,MLPSklearn,6.4798490892129195,1.3198765728719202
Забайкальский край,B,MLPSklearn,5.627722831955545,0.44656389938072455
Ивановская область,B,MLPSklearn,12.63547429370496,1.8986501221391652
Иркутская область,B,MLPSklearn,12.426381811759363,1.4125977064298751
Кабардино-Балкарская Республика,B,MLPSklearn,3.9899017483853547,-2.1510005528131906
Калининградская область,B,MLPSklearn,6.324388068318505,0.4306729920768107
Калужская область,B,MLPSklearn,10.773549572071444,2.58754462619959
Камчатский край,B,MLPSklearn,9.88276449722057,1.168959780922196
Карачаево-Черкесская Республика,B,MLPSklearn,3.3062904890281675,-1.911839012532336
Кемеровская область - Кузбасс,B,MLPSklearn,3.8932649597346227,0.5847083640990292
Кировская область,B,MLPSklearn,10.028916021381447,5.243706641299945
Костромская область,B,MLPSklearn,15.488536756700967,3.1833781261489293
Краснодарский край,B,MLPSklearn,4.919809921986916,2.182742526952355
Красноярский край,B,MLPSklearn,8.097115971181053,0.40042909091556983
Курганская область,B,MLPSklearn,10.911213862643033,0.9291714160836803
Курская область,B,MLPSklearn,6.576031481074718,-0.12804117136279794
Ленинградская область,B,MLPSklearn,6.976955992445231,0.587900614663519
Липецкая область,B,MLPSklearn,10.30880003831218,3.349702910428506
Магаданская область,B,MLPSklearn,7.199025734533236,-1.2782885733359681
Московская область,B,MLPSklearn,7.574315348201019,0.8528186744977097
Мурманская область,B,MLPSklearn,8.983694850901108,3.5038702781259388
Ненецкий автономный округ,B,MLPSklearn,12.425322899894951,2.7609907570609677
Нижегородская область,B,MLPSklearn,7.614664475628863,-0.1254696316285262
Новгородская область,B,MLPSklearn,13.677378194862188,5.5923150324368365
Новосибирская область,B,MLPSklearn,12.309250781831834,1.784811115783776
Омская область,B,MLPSklearn,17.28343407474485,3.7978938678872898
Оренбургская область,B,MLPSklearn,13.815397287637508,1.3929053681731052
Орловская область,B,MLPSklearn,12.087773881718531,6.127344606423944
Пензенская область,B,MLPSklearn,7.687488767365841,2.2662638543611795
Пермский край,B,MLPSklearn,10.994493863537834,1.7047721982090345
Приморский край,B,MLPSklearn,11.655682934794385,-0.1946475662911086
Псковская область,B,MLPSklearn,9.60246363357854,3.741778528904637
Республика Адыгея (Адыгея),B,MLPSklearn,3.3480526479047064,0.748673667740845
Республика Алтай,B,MLPSklearn,16.377417666214175,3.341784638097165
Республика Башкортостан,B,MLPSklearn,2.264488358157663,0.31345618092324123
Республика Бурятия,B,MLPSklearn,13.536411106400015,3.448783780465907
Республика Дагестан,B,MLPSklearn,0.6929699778304009,-0.2900391699334787
Республика Ингушетия,B,MLPSklearn,1.7916983514027265,-0.623112390936738
Республика Калмыкия,B,MLPSklearn,16.936817787180328,7.367302855158438
Республика Карелия,B,MLPSklearn,7.811295686944258,4.89244004981318
Республика Коми,B,MLPSklearn,12.70752999089398,1.9194038851874329
Республика Марий Эл,B,MLPSklearn,19.25005485768688,3.822964744915113
Республика Мордовия,B,MLPSklearn,6.643053645726492,1.0622036334656337
Республика Саха (Якутия),B,MLPSklearn,18.453318502465375,0.014760506452995278
Республика Северная Осетия - Алания,B,MLPSklearn,5.442991883283185,0.34421799736267794
Республика Татарстан (Татарстан),B,MLPSklearn,1.5577768561532175,-0.7929426157177814
Республика Тыва,B,MLPSklearn,1.69090002871037,-0.8581974992927893
Республика Хакасия,B,MLPSklearn,16.35872911267069,1.6765714233763642
Ростовская область,B,MLPSklearn,8.826405406302387,1.5116035811791566
Рязанская область,B,MLPSklearn,7.69616783513334,1.3672406810515092
Самарская область,B,MLPSklearn,8.010505544776931,2.1370182159475912
Саратовская область,B,MLPSklearn,6.602572014208395,-0.7117767284019815
Сахалинская область,B,MLPSklearn,11.403253163602352,-0.055037943273174385
Свердловская область,B,MLPSklearn,9.32401092469338,2.5057270718630775
Смоленская область,B,MLPSklearn,10.15729261686185,1.4105746428190908
Ставропольский край,B,MLPSklearn,4.865024320532774,2.243143436036492
Тамбовская область,B,MLPSklearn,6.81289573327988,4.268841744430099
Тверская область,B,MLPSklearn,11.502595330369596,3.239095329337724
Томская область,B,MLPSklearn,10.863512052054247,2.4302673057334787
Тульская область,B,MLPSklearn,6.532204650054581,0.7469582248311669
Тюменская область,B,MLPSklearn,4.766080999937143,1.03153833742278
Удмуртская Республика,B,MLPSklearn,12.960979837593307,1.5153389387844403
Ульяновская область,B,MLPSklearn,15.166385540517467,1.5334645873338488
Хабаровский край,B,MLPSklearn,13.712911106538,2.6843344105648925
Ханты-Мансийский автономный округ - Югра,B,MLPSklearn,5.927287626641198,0.03902816970690459
Челябинская область,B,MLPSklearn,9.238754866879972,3.5571775898477718
Чеченская Республика,B,MLPSklearn,6.740700655743518,-2.501064216758584
Чувашская Республика - Чувашия,B,MLPSklearn,14.783301299805126,6.018751303854121
Чукотский автономный округ,B,MLPSklearn,2.195074253325085,-0.8846565269615004
Ямало-Ненецкий автономный округ,B,MLPSklearn,5.877820078954628,-5.877820078954628
Ярославская область,B,MLPSklearn,14.003566563231722,4.69812863493242
город Москва,B,MLPSklearn,14.238588564873643,5.620164796044981
город Санкт-Петербург,B,MLPSklearn,5.560768435815059,5.137134529004276
