model,experiment,feature_group,level,train_metrics,test_metrics,train_federal,test_federal,test_error_distribution,tuned_params,tuning_mae,n_train,n_test,feature_columns,target_columns
StackingEnsemble,B,ALL_FEATURES,region,"[{'mae': 16.540199679371888, 'rmse': 19.176299170345533, 'r2': -0.2457305951861486, 'bias': 15.557877274072432, 'pearson_r': 0.759650625968597, 'spearman_r': 0.7717007384376214, 'party': 'UR_share', 'n_samples': 249}, {'mae': 6.427361798556947, 'rmse': 8.183284140467538, 'r2': -0.7769543149152318, 'bias': -3.6883650138218327, 'pearson_r': 0.008752589101250513, 'spearman_r': -0.001702293043140303, 'party': 'KPRF_share', 'n_samples': 249}, {'mae': 2.8331828283823883, 'rmse': 3.5061830722005736, 'r2': 0.46358382890557936, 'bias': -2.140817150700029, 'pearson_r': 0.8293049899447246, 'spearman_r': 0.8084469490866693, 'party': 'LDPR_share', 'n_samples': 249}]","[{'mae': 22.72169927793094, 'rmse': 25.09208280742326, 'r2': -1.4765502051550756, 'bias': 21.828776907024665, 'pearson_r': 0.6431056316750827, 'spearman_r': 0.6198732211074263, 'party': 'UR_share', 'n_samples': 83}, {'mae': 10.94071912535459, 'rmse': 12.314822071502785, 'r2': -1.8561071512173077, 'bias': -10.137908539825105, 'pearson_r': 0.29747636901791996, 'spearman_r': 0.3182066244070358, 'party': 'KPRF_share', 'n_samples': 83}, {'mae': 2.425712510207646, 'rmse': 3.047754896294209, 'r2': 0.2063995001440344, 'bias': 0.6599942358950456, 'pearson_r': 0.7064142936817798, 'spearman_r': 0.7177910247260819, 'party': 'LDPR_share', 'n_samples': 83}]","{2003: {'UR_share': {'federal_actual': np.float64(38.15906792710828), 'federal_pred': np.float64(55.9581949349693), 'federal_error': np.float64(17.799127007861017), 'federal_abs_error': np.float64(17.799127007861017)}, 'KPRF_share': {'federal_actual': np.float64(12.81489793154722), 'federal_pred': np.float64(13.476862724991598), 'federal_error': np.float64(0.661964793444378), 'federal_abs_error': np.float64(0.661964793444378)}, 'LDPR_share': {'federal_actual': np.float64(11.635043321976056), 'federal_pred': np.float64(12.035814147185741), 'federal_error': np.float64(0.4007708252096851), 'federal_abs_error': np.float64(0.4007708252096851)}}, 2007: {'UR_share': {'federal_actual': np.float64(64.9529858857037), 'federal_pred': np.float64(75.23494277478986), 'federal_error': np.float64(10.28195688908616), 'federal_abs_error': np.float64(10.28195688908616)}, 'KPRF_share': {'federal_actual': np.float64(11.724246522772837), 'federal_pred': np.float64(9.034038959445748), 'federal_error': np.float64(-2.690207563327089), 'federal_abs_error': np.float64(2.690207563327089)}, 'LDPR_share': {'federal_actual': np.float64(8.247510047185708), 'federal_pred': np.float64(5.974424550490733), 'federal_error': np.float64(-2.273085496694975), 'federal_abs_error': np.float64(2.273085496694975)}}, 2011: {'UR_share': {'federal_actual': np.float64(50.031009051837984), 'federal_pred': np.float64(71.56211012077375), 'federal_error': np.float64(21.53110106893577), 'federal_abs_error': np.float64(21.53110106893577)}, 'KPRF_share': {'federal_actual': np.float64(19.534695042566618), 'federal_pred': np.float64(9.763579907351389), 'federal_error': np.float64(-9.77111513521523), 'federal_abs_error': np.float64(9.77111513521523)}, 'LDPR_share': {'federal_actual': np.float64(11.881602893373739), 'federal_pred': np.float64(8.031707719786459), 'federal_error': np.float64(-3.8498951735872797), 'federal_abs_error': np.float64(3.8498951735872797)}}}","{'UR_share': {'federal_actual': np.float64(50.85082530835845), 'federal_pred': np.float64(70.7620028510656), 'federal_error': np.float64(19.91117754270715), 'federal_abs_error': np.float64(19.91117754270715)}, 'KPRF_share': {'federal_actual': np.float64(19.708524111162312), 'federal_pred': np.float64(10.86776311519891), 'federal_error': np.float64(-8.840760995963402), 'federal_abs_error': np.float64(8.840760995963402)}, 'LDPR_share': {'federal_actual': np.float64(7.710227223255242), 'federal_pred': np.float64(7.995019891200773), 'federal_error': np.float64(0.28479266794553126), 'federal_abs_error': np.float64(0.28479266794553126)}}","[{'party': 'UR_share', 'mean_error': 21.828776907024665, 'std_error': 12.449273082759776, 'median_error': 22.607701777768106, 'q25': 15.247198396024231, 'q75': 31.062200339769472, 'min_error': -14.600858518000422, 'max_error': 47.125667551991974, 'mae': 22.72169927793094, 'rmse': 25.09208280742326}, {'party': 'KPRF_share', 'mean_error': -10.137908539825105, 'std_error': 7.033755897886023, 'median_error': -10.72289893333323, 'q25': -14.221878625755009, 'q75': -6.23679176876445, 'min_error': -26.016976295118162, 'max_error': 7.575935651837497, 'mae': 10.94071912535459, 'rmse': 12.314822071502785}, {'party': 'LDPR_share', 'mean_error': 0.6599942358950456, 'std_error': 2.993523606679037, 'median_error': 0.9991848759903101, 'q25': -1.1790109924636103, 'q75': 2.5140323565023612, 'min_error': -7.338729979269008, 'max_error': 7.821347240984975, 'mae': 2.425712510207646, 'rmse': 3.047754896294209}]",{},inf,249,83,"['GRP_per_capita_lag1', 'KPRF_share_lag1', 'LDPR_share_lag1', 'UR_share_lag1', 'age_working_share_lag1', 'average_salary_lag1', 'birth_rate_lag1', 'death_rate_lag1', 'doctors_per_1000_lag1', 'hospital_beds_per_1000_lag1', 'housing_area_per_capita_lag1', 'migration_rate_lag1', 'natural_population_growth_lag1', 'population_lag1', 'poverty_rate_lag1', 'pres_leading_candidate_share_lag', 'pres_turnout_lag', 'real_disposable_income_lag1', 'turnout_rate', 'turnout_rate_lag1', 'unemployment_rate_lag1', 'urban_population_share_lag1']","['UR_share', 'KPRF_share', 'LDPR_share']"
